customer_id,credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,country_Germany,gender_Male
15661670,524,31,8,107818.63,1,1,0,199725.39,1,True,False
15600781,699,34,4,185173.81,2,1,0,120834.48,0,True,True
15682472,828,34,8,129433.34,2,0,0,38131.77,0,False,True
15690673,656,39,6,0.0,2,1,0,141069.88,0,False,False
15760085,684,48,10,126384.42,1,1,1,198129.36,0,True,False
15779659,625,28,3,0.0,1,0,0,183646.41,0,False,False
15627360,432,42,9,152603.45,1,1,0,110265.24,1,False,True
15671137,549,52,1,0.0,1,0,1,8636.05,1,False,False
15782688,625,56,0,148507.24,1,1,0,46824.08,1,True,True
15575492,828,41,7,0.0,2,1,0,171378.77,0,False,False
15591607,770,24,9,101827.07,1,1,0,167256.35,0,False,True
15740404,758,34,3,0.0,2,1,1,124226.16,0,False,False
15718369,795,33,9,130862.43,1,1,1,114935.21,0,True,False
15677871,687,38,9,122570.87,1,1,1,35608.88,0,False,True
15642004,686,25,1,0.0,2,0,1,16459.37,0,False,True
15712543,789,39,7,124828.46,2,1,1,124411.08,0,True,True
15584518,589,50,5,144895.05,2,1,1,34941.23,0,True,False
15802381,461,34,5,63663.93,1,0,1,167784.28,0,True,False
15610156,637,40,2,133463.1,1,0,1,93165.34,0,False,True
15698932,756,44,10,137452.09,1,1,0,189543.9,0,True,True
15724944,663,34,7,0.0,2,1,1,180427.24,0,False,True
15628145,682,43,5,125851.93,1,1,1,193318.33,0,False,False
15612350,691,31,5,40915.55,1,1,0,126213.84,1,False,False
15754105,650,37,5,106967.18,1,0,0,24495.03,0,False,True
15703264,735,44,9,120681.63,1,1,0,74836.34,0,False,True
15794413,416,32,0,0.0,2,0,1,878.87,0,False,True
15759618,535,48,9,0.0,1,1,0,149892.79,1,False,False
15689044,539,37,2,127609.59,1,1,0,98646.22,0,False,True
15709368,614,43,6,0.0,2,1,1,109041.53,0,False,False
15655007,758,33,7,0.0,2,0,0,82996.47,0,False,False
15589975,646,73,6,97259.25,1,0,1,104719.66,0,False,False
15804017,631,33,4,123246.7,1,0,0,112687.57,0,True,False
15641122,684,30,2,0.0,2,1,0,83473.82,0,False,True
15630910,800,49,7,108007.36,1,0,0,47125.11,0,False,False
15585388,660,31,9,125189.75,2,1,1,139874.43,0,True,True
15724623,704,24,7,113034.22,1,1,0,162503.48,1,True,False
15611325,682,24,9,57929.81,2,0,0,53134.3,0,True,True
15587562,484,29,4,130114.39,1,1,0,164017.89,0,False,False
15613172,628,27,5,95826.49,2,1,0,155996.96,0,True,True
15651022,480,44,10,129608.57,1,1,0,5472.7,1,True,True
15586310,578,30,4,169462.09,1,1,0,112187.11,0,False,True
15625524,512,40,5,0.0,2,1,1,146457.83,0,False,True
15645248,510,30,0,0.0,2,1,1,130553.47,0,False,False
15790355,606,36,5,190479.48,2,0,0,179351.89,0,True,True
15625426,754,55,3,161608.81,1,1,0,8080.85,1,True,False
15789669,510,65,2,0.0,2,1,1,48071.61,0,False,True
15621075,778,45,1,162150.42,2,1,0,174531.27,0,True,False
15810845,636,42,2,0.0,2,1,1,55470.78,0,False,True
15719377,804,50,4,0.0,1,1,1,8546.87,1,False,False
15654506,514,32,8,0.0,2,1,0,95857.18,0,False,True
15771977,730,39,1,99010.67,1,1,0,194945.8,0,False,False
15587421,687,34,7,111388.18,2,1,0,148564.76,0,True,False
15726931,715,41,8,56214.85,2,0,0,92982.61,1,False,False
15771086,512,36,3,84327.77,2,1,0,17675.36,0,False,False
15756850,479,40,1,0.0,2,0,0,114996.43,0,False,True
15702741,601,32,8,93012.89,1,1,0,86957.42,0,False,True
15594815,807,35,3,174790.15,1,1,1,600.36,0,False,True
15777892,721,37,3,107720.64,1,1,1,158591.12,0,True,True
15656176,501,57,10,0.0,2,1,1,47847.19,0,False,True
15811127,521,35,6,96423.84,1,1,0,10488.44,0,False,True
15622911,759,42,4,105420.18,1,0,1,121409.06,0,False,True
15727868,711,38,2,129022.06,2,1,1,14374.86,1,False,False
15773039,550,37,3,0.0,1,1,1,179670.31,0,False,True
15679531,618,34,5,134954.53,1,1,1,151954.39,0,False,True
15684181,643,45,5,0.0,1,1,0,142513.5,1,False,True
15612087,671,45,2,106376.85,1,0,1,158264.62,0,False,True
15752047,689,33,2,161814.64,2,1,0,169381.9,0,True,True
15624592,603,31,8,0.0,2,1,1,169915.02,0,False,True
15573152,620,41,9,0.0,2,0,0,88852.47,0,False,False
15594917,676,34,1,63095.01,1,1,1,40645.81,0,False,False
15785542,572,26,4,118287.01,2,0,0,60427.3,0,True,True
15723488,668,47,7,106854.21,1,0,1,157959.02,1,True,True
15680920,695,46,7,49512.55,1,1,0,133007.34,0,False,True
15659366,807,43,1,105799.32,2,1,0,34888.04,1,False,True
15774854,592,54,8,0.0,1,1,1,28737.71,1,False,True
15725311,726,31,9,114722.05,2,1,1,98178.57,0,False,False
15727829,567,42,2,0.0,2,1,1,167984.61,0,False,True
15733247,850,33,10,0.0,1,1,0,4861.72,1,False,True
15568748,671,45,6,99564.22,1,1,1,108872.45,1,True,True
15699029,670,37,4,170557.91,2,1,0,198252.88,0,False,True
15774393,694,30,9,0.0,2,1,1,26960.31,0,False,False
15676895,547,39,6,74596.15,3,1,1,85746.52,1,True,False
15637753,751,50,2,96888.39,1,1,0,77206.25,1,True,True
15605461,594,29,3,130830.22,1,1,0,61048.53,0,True,False
15808473,673,72,1,0.0,2,0,1,111981.19,0,False,True
15627000,610,40,0,0.0,2,1,0,62232.6,0,False,True
15787174,512,37,1,0.0,2,0,1,156105.03,0,False,False
15723886,767,20,3,119714.25,2,0,1,150135.38,0,True,True
15704769,585,67,5,113978.97,2,0,1,93146.11,0,False,False
15772896,763,42,6,100160.75,1,1,0,33462.94,1,True,True
15711540,712,29,2,0.0,1,1,1,144375.0,0,False,False
15764866,539,43,3,116220.5,3,1,0,55803.96,1,True,False
15794056,668,46,2,0.0,3,1,0,89048.46,1,False,False
15795149,703,28,2,81173.83,2,0,1,162812.16,0,False,True
15651001,725,39,5,116803.8,1,1,0,124052.97,0,True,False
15813844,703,37,8,105961.68,2,0,1,74158.8,0,False,True
15596175,659,67,6,117411.6,1,1,1,45071.09,1,True,True
15797219,635,40,10,123497.58,1,1,0,131953.23,1,False,False
15685500,772,26,7,152400.51,2,1,0,79414.0,0,True,True
15599792,545,26,1,0.0,2,1,1,199638.56,0,False,False
15657566,634,24,8,103097.85,1,1,1,157577.29,0,True,True
15772423,739,54,8,126418.14,1,1,0,134420.75,1,True,True
15628112,771,36,5,77846.9,1,0,0,99805.99,0,True,False
15793726,681,79,0,0.0,2,0,1,170968.99,0,False,False
15694717,544,37,2,79731.91,1,1,1,57558.95,0,True,True
15636684,727,34,10,0.0,2,1,1,198637.34,0,False,True
15592979,671,34,6,37266.67,2,0,0,156917.12,0,True,False
15750803,693,30,6,127992.25,1,1,1,50457.2,0,False,False
15607178,850,38,3,54901.01,1,1,1,140075.55,0,True,True
15713853,732,42,9,108748.08,2,1,1,65323.11,0,True,True
15686776,557,32,6,184686.41,2,1,0,14956.44,0,False,False
15673693,682,26,0,110654.02,1,0,1,111879.21,0,False,False
15653857,498,34,2,0.0,2,1,1,148528.24,0,False,True
15777076,651,36,7,0.0,2,1,0,13898.31,0,False,True
15799217,791,35,7,52436.2,1,1,0,161051.75,0,True,False
15619955,733,34,3,100337.96,3,1,0,48559.19,1,True,True
15796505,811,34,1,149297.19,2,1,1,186339.74,0,True,False
15725166,707,30,8,0.0,2,1,0,33159.37,0,False,True
15800116,712,28,4,145605.44,1,0,1,93883.53,0,True,True
15694456,756,62,3,0.0,1,1,1,11199.04,1,False,True
15767339,777,53,10,0.0,2,1,0,189992.97,0,False,False
15683562,646,35,6,84026.86,1,0,1,164255.69,0,False,True
15782210,714,46,1,0.0,1,1,0,152167.79,1,False,True
15668893,782,39,8,0.0,2,1,1,33949.67,0,False,True
15643024,479,35,4,138718.92,1,1,1,47251.79,1,True,True
15699389,807,42,7,118274.71,1,1,1,25885.72,0,False,True
15708608,799,22,8,174185.98,2,0,1,192633.85,0,False,False
15626144,675,40,7,113208.86,2,1,0,34577.36,0,False,True
15790678,475,32,8,119023.28,1,1,0,100816.29,0,False,False
15652266,703,42,9,63227.0,1,0,1,137316.32,0,True,True
15655774,583,27,7,0.0,2,1,0,51285.49,0,False,True
15785819,681,38,3,0.0,2,1,1,112491.96,0,False,True
15723654,773,25,2,135903.33,1,1,0,73656.38,0,False,True
15774510,714,31,4,125169.26,1,1,1,106636.89,0,False,False
15650068,511,58,0,149117.31,1,1,1,162599.51,0,False,True
15811490,627,33,5,0.0,2,1,1,103737.82,0,False,True
15803976,694,31,10,0.0,2,1,0,160990.27,0,False,False
15695699,687,35,8,0.0,2,1,0,10334.05,0,False,True
15624188,712,33,6,0.0,2,1,1,190686.16,0,False,False
15812191,553,33,4,118082.89,1,0,0,94440.45,0,False,True
15636673,667,31,1,119266.69,1,1,1,28257.63,0,False,True
15594898,731,43,2,0.0,1,1,1,170034.95,1,False,True
15660211,629,35,7,156847.29,2,1,0,31824.29,0,True,True
15773972,614,50,4,137104.47,1,1,0,127166.49,1,False,True
15746726,438,31,8,78398.69,1,1,0,44937.01,0,True,True
15712287,652,80,4,0.0,2,1,1,188603.07,0,False,False
15702919,729,30,6,63669.42,1,1,0,145111.37,0,True,True
15674398,642,38,3,0.0,2,0,0,171463.83,0,False,True
15797960,806,59,0,135296.33,1,1,0,182822.5,0,True,False
15662736,559,49,2,147069.78,1,1,0,120540.83,1,False,True
15626114,429,24,4,95741.75,1,1,0,46170.75,0,False,True
15678910,680,30,8,141441.75,1,1,1,16278.97,0,False,False
15694408,749,40,1,139290.41,1,1,0,182855.42,1,False,True
15585215,763,31,4,0.0,2,0,0,50404.72,0,False,False
15682757,734,30,3,0.0,2,1,0,107640.25,0,False,True
15736601,716,35,4,144428.87,1,1,0,134132.65,0,False,True
15601848,594,35,2,0.0,2,1,0,103480.69,0,False,True
15736008,644,46,9,95441.27,1,1,0,108761.05,1,False,False
15669064,671,35,1,144848.74,1,1,1,179012.3,0,True,True
15624528,664,26,7,116244.14,2,1,1,95145.14,0,True,True
15598493,656,50,7,0.0,2,0,1,72143.44,0,False,True
15702669,663,44,2,117028.6,2,0,1,144680.18,0,True,True
15728669,584,30,8,112013.81,1,1,0,177772.03,1,True,False
15697441,485,29,7,182123.79,1,1,0,116828.51,1,False,True
15740476,659,32,3,150923.74,2,0,1,174652.51,0,True,False
15648064,649,33,2,0.0,2,1,0,2010.98,0,False,True
15807923,716,39,10,115301.31,1,1,0,43527.4,1,True,False
15745844,642,40,6,129502.49,2,0,1,86099.23,1,True,False
15786170,659,31,4,118342.26,1,0,0,161574.19,0,False,True
15684484,543,22,8,0.0,2,0,0,127587.22,0,False,True
15785869,718,25,7,0.0,2,1,0,30380.12,0,False,False
15763859,840,43,7,0.0,2,1,0,90908.95,0,False,False
15658935,630,34,9,106937.05,2,1,0,138275.01,0,True,False
15747358,643,59,3,170331.37,1,1,1,32171.79,0,True,True
15735203,654,32,1,114510.85,1,1,1,126143.23,0,True,False
15576256,582,39,5,0.0,2,1,1,129892.93,0,False,True
15625461,613,45,1,187841.99,2,1,1,147224.27,0,False,False
15739438,539,30,0,0.0,2,1,0,160979.66,0,False,True
15633950,737,41,1,101960.74,1,1,1,123547.28,0,False,True
15592386,520,58,3,0.0,2,0,1,32790.02,0,False,True
15696674,643,45,2,150842.93,1,0,1,2319.96,1,True,False
15706365,648,50,9,102535.57,1,1,1,189543.19,0,False,False
15745088,443,29,9,99027.61,2,1,0,10940.4,0,True,False
15676715,640,68,9,0.0,2,1,1,199493.38,0,False,True
15633537,540,42,9,87271.41,2,1,0,172572.64,0,True,False
15594720,460,35,8,102742.91,2,1,1,189339.6,0,True,False
15684042,636,34,2,40105.51,2,0,1,53512.16,0,True,True
15583303,593,29,2,152265.43,1,1,0,34004.44,0,False,False
15774696,640,75,1,106307.91,2,0,1,113428.77,0,True,False
15694506,611,31,0,107884.81,2,1,1,183487.98,0,True,True
15688074,802,31,1,125013.72,1,1,1,187658.09,0,True,True
15759537,717,35,7,58469.37,2,1,1,172459.39,0,True,True
15758449,769,39,8,0.0,1,0,1,21016.0,0,False,False
15583456,745,45,10,117231.63,3,1,1,122381.02,1,True,True
15713578,483,50,9,0.0,2,1,1,111020.24,0,False,False
15591509,690,36,7,101583.11,2,1,0,123775.15,0,False,True
15568240,492,30,10,77168.87,2,0,1,146700.22,0,True,False
15622993,709,28,8,124695.72,2,1,0,145251.35,0,True,True
15689294,705,44,3,105934.96,1,1,0,82463.69,0,True,True
15720910,560,66,9,0.0,1,1,1,15928.49,0,False,False
15717225,544,21,10,161525.96,2,1,0,9262.77,0,False,False
15685226,712,29,7,147199.07,1,1,1,84932.4,0,True,False
15785611,752,38,3,183102.29,1,1,1,71557.12,0,True,True
15807432,645,37,2,136925.09,2,0,1,153400.24,0,True,False
15584766,557,33,3,54503.55,1,1,1,371.05,0,False,True
15612187,547,32,8,155726.85,1,1,0,67789.99,0,True,True
15762218,701,39,9,0.0,2,0,1,145894.9,0,False,False
15646372,616,66,1,135842.41,1,1,0,183840.51,1,False,False
15690452,605,52,1,63349.75,1,1,0,108887.44,0,False,True
15747795,593,38,4,129499.42,1,1,1,154071.27,0,True,False
15642291,685,23,8,0.0,2,1,1,112239.03,0,False,True
15692761,718,36,9,0.0,1,1,0,45909.87,0,False,True
15701376,668,37,10,152958.29,2,1,1,159585.61,0,True,True
15691625,537,41,3,138306.34,1,1,0,106761.47,0,True,False
15760431,850,38,1,0.0,2,1,1,80006.65,0,False,True
15801559,693,41,9,181461.48,3,1,1,187929.43,1,True,False
15720559,487,61,5,110368.03,1,0,0,11384.45,1,True,False
15695632,556,39,9,89588.35,1,1,1,94898.1,0,False,False
15659843,643,46,6,0.0,2,0,0,106781.59,0,False,False
15615624,605,28,6,0.0,2,0,0,159508.52,0,False,False
15810418,756,60,3,115924.89,1,1,0,93524.19,1,True,False
15716186,586,38,2,0.0,2,1,0,87168.46,0,False,False
15674551,535,40,7,111756.5,1,1,0,8128.32,1,True,True
15622834,678,35,4,0.0,1,1,0,125518.32,0,False,False
15566111,596,39,9,0.0,1,1,0,48963.59,0,False,True
15784597,648,26,9,162923.85,1,1,0,98368.24,0,False,True
15652883,492,39,10,124576.65,2,1,0,148584.61,0,True,True
15806964,702,45,0,80793.58,1,1,1,27474.81,0,False,True
15576313,486,40,9,71340.09,1,1,0,76192.21,0,True,False
15806467,568,40,1,99282.63,1,0,0,134600.94,1,True,True
15597602,619,57,3,137946.39,1,1,1,72467.99,1,True,True
15743040,724,41,2,127892.57,2,0,1,199645.45,0,True,True
15705521,548,33,0,101084.36,1,1,0,42749.85,0,True,False
15595039,545,37,8,114754.08,1,1,0,136050.44,1,True,False
15799384,683,33,8,0.0,1,0,0,73564.44,0,False,True
15581197,762,51,3,99286.98,1,0,1,85578.63,0,False,False
15693737,627,30,4,79871.02,2,1,0,129826.89,0,True,False
15624623,516,35,10,104088.59,2,0,0,119666.0,0,False,True
15783501,800,38,2,168190.33,2,1,0,68052.08,0,False,False
15690134,464,42,3,85679.25,1,1,1,164104.74,0,True,False
15782735,626,35,3,0.0,1,0,0,80190.36,0,False,False
15611088,790,31,9,0.0,2,1,0,84126.75,0,False,False
15672145,534,34,7,121551.58,2,1,1,70179.0,0,False,False
15732628,745,46,2,122220.19,1,1,1,118024.1,0,False,True
15803406,748,26,1,77780.29,1,0,1,183049.41,0,False,False
15730460,722,37,2,0.0,1,0,0,120906.83,0,False,True
15644572,501,40,4,125832.2,1,1,1,100433.83,0,False,True
15694860,675,38,6,68065.8,1,0,0,138777.0,1,False,False
15794396,494,38,7,174937.64,1,1,0,40084.32,0,True,False
15785798,850,40,9,0.0,2,0,1,119232.33,0,False,True
15726631,758,39,6,127357.76,1,0,1,56577.0,0,False,False
15733797,506,36,5,0.0,2,1,0,164253.35,0,False,True
15747960,733,33,3,0.0,1,1,1,7666.73,0,False,True
15634632,711,38,3,0.0,2,1,0,68487.51,0,False,True
15707362,514,43,1,95556.31,1,0,1,199273.98,1,True,True
15732778,468,29,1,111681.98,2,1,1,195711.16,0,True,True
15718443,539,39,3,0.0,2,1,0,36692.17,0,False,True
15773792,662,32,4,133950.37,1,1,1,48725.68,1,False,False
15726032,608,33,9,89968.69,1,1,0,68777.26,0,False,True
15593782,816,38,5,130878.75,3,1,0,71905.77,1,True,False
15633283,536,35,8,0.0,2,1,0,64833.28,0,False,True
15749167,753,35,3,0.0,2,1,1,184843.77,0,False,True
15683625,703,37,1,149762.08,1,1,0,20629.4,1,False,True
15635367,774,26,2,93844.69,1,1,0,28415.36,0,False,True
15681705,785,28,8,0.0,2,1,0,77231.27,0,False,True
15603156,571,33,1,0.0,2,1,0,102750.7,0,False,False
15591986,621,46,6,141078.37,1,0,0,34580.8,1,True,True
15798888,605,31,1,117992.59,1,1,1,183598.77,0,True,False
15809722,611,40,8,100812.33,2,1,0,147358.27,0,False,False
15677538,569,38,7,0.0,1,1,1,108469.2,0,False,True
15797736,658,29,4,80262.6,1,1,1,20612.82,0,False,True
15744398,525,23,5,0.0,2,1,0,160249.1,0,False,False
15750658,798,37,8,0.0,3,0,0,110783.28,0,False,True
15578186,486,37,9,115217.99,2,1,0,144995.33,0,True,True
15637954,730,35,0,155470.55,1,1,1,53718.28,0,False,False
15758639,641,37,7,0.0,2,1,0,75248.3,0,False,True
15613772,542,39,3,135096.77,1,1,1,14353.43,1,False,True
15731744,692,30,2,0.0,2,0,1,130486.57,0,False,True
15807709,714,55,9,180075.22,1,1,1,100127.71,0,True,False
15699005,710,41,2,156067.05,1,1,1,9983.88,0,False,False
15624170,639,38,4,81550.94,2,0,1,118974.77,0,False,False
15725679,531,47,6,0.0,1,0,0,194998.34,1,False,False
15585865,673,38,2,170061.92,2,0,0,134901.34,1,False,False
15804256,765,36,8,92310.54,2,1,1,72924.56,0,True,True
15662403,622,32,6,169089.38,2,1,0,101057.95,0,False,False
15733616,806,40,5,80613.93,1,1,1,142838.64,0,False,True
15591995,757,26,8,121581.56,2,1,1,127059.04,0,True,True
15677020,570,58,8,0.0,1,0,1,116503.92,1,False,False
15715941,692,54,5,0.0,2,1,1,88721.84,0,False,True
15714485,774,60,5,85891.55,1,1,0,74135.48,1,False,True
15576623,584,31,5,0.0,2,1,0,31474.27,0,False,True
15805565,691,30,7,116927.89,1,1,0,21198.39,0,True,True
15677307,684,40,6,137326.65,1,1,0,186976.6,0,True,False
15773890,733,22,5,0.0,2,1,1,117202.19,0,False,True
15568506,524,31,10,67238.98,2,1,1,161811.23,0,True,False
15761043,632,38,6,86569.76,2,1,0,98090.91,0,True,False
15593601,734,34,6,133598.4,1,1,1,13107.24,0,False,True
15682048,605,51,3,136188.78,1,1,1,67110.59,1,False,False
15752081,468,56,10,0.0,3,0,1,62256.87,1,False,False
15781307,779,37,7,120092.52,2,1,0,135925.72,0,True,True
15775912,698,48,4,101238.24,2,0,1,177815.87,1,False,True
15745417,707,58,6,89685.92,1,0,1,126471.13,0,False,True
15671256,850,35,1,211774.31,1,1,0,188574.12,1,False,False
15653547,850,56,7,131317.48,1,1,1,119175.45,0,False,True
15742358,696,32,8,101160.99,1,1,1,115916.55,0,True,True
15763274,661,48,3,120320.54,1,0,0,96463.25,0,False,True
15786063,776,31,2,0.0,2,1,1,112349.51,0,False,False
15600258,701,43,2,0.0,2,1,1,165303.79,0,False,True
15573318,610,26,8,0.0,2,1,0,166031.08,0,False,True
15653849,572,48,3,152827.99,1,1,0,38411.79,1,True,False
15694272,673,30,1,64097.75,1,1,1,77783.35,0,False,True
15663478,729,32,6,93694.42,1,1,1,79919.13,0,False,True
15567832,550,40,7,114354.95,1,1,0,54018.93,0,False,False
15776780,608,59,1,0.0,1,1,0,70649.64,1,False,True
15592846,639,35,10,128173.9,2,1,0,59093.39,0,True,True
15794142,564,62,5,114931.35,3,0,1,18260.98,1,True,False
15762729,745,28,1,111071.36,1,1,0,73275.96,1,True,False
15667896,833,37,8,151226.18,2,1,1,136129.49,0,False,True
15626578,622,26,9,0.0,2,1,1,153237.59,0,False,True
15776223,597,42,4,64740.12,1,1,1,106841.12,0,False,False
15802593,504,49,7,0.0,3,0,1,87822.14,1,False,False
15708916,587,38,0,0.0,2,1,0,47414.15,0,False,True
15720187,479,30,7,143964.36,2,1,0,41879.99,0,True,False
15595440,508,49,7,122451.46,2,1,1,75808.1,0,False,True
15600651,749,24,1,0.0,3,1,1,47911.03,0,False,True
15750141,721,36,3,65253.07,2,1,0,28737.78,0,True,False
15657284,674,47,6,106901.94,1,1,1,2079.2,1,True,True
15709324,417,34,7,0.0,2,1,0,55003.79,0,False,True
15711309,574,33,3,129834.67,1,1,0,193131.42,0,True,True
15705515,587,40,5,138241.9,2,1,0,159418.1,0,True,True
15634844,598,41,3,91536.93,1,1,0,191468.78,1,True,True
15670080,584,29,7,105204.01,1,0,1,138490.03,0,True,False
15665956,509,46,1,0.0,1,1,0,71244.59,1,False,False
15811773,543,36,4,0.0,2,1,1,141210.5,0,False,True
15795564,737,31,5,121192.22,2,1,1,74890.58,0,True,True
15706647,761,31,7,0.0,3,1,1,166698.18,0,False,True
15728505,601,44,1,100486.18,2,1,1,62678.53,0,False,True
15730076,651,45,1,0.0,1,1,0,67740.08,1,False,True
15622003,745,35,9,92566.53,2,1,0,161519.77,0,False,True
15653620,546,27,8,0.0,2,1,1,14858.1,0,False,False
15633922,755,30,4,123217.66,2,0,1,144183.1,0,False,True
15734674,593,41,6,0.0,1,1,0,65170.66,0,False,False
15658032,701,39,2,0.0,2,1,1,82526.92,0,False,True
15753719,547,30,9,72392.41,1,1,0,77077.14,0,True,False
15803689,647,51,1,119741.77,2,0,0,54954.51,1,True,False
15718057,760,51,2,100946.71,1,0,0,179614.8,1,False,False
15680998,725,44,5,0.0,1,1,1,117356.14,0,False,True
15614782,526,36,1,0.0,1,1,0,160696.72,0,False,True
15788291,713,38,7,144606.22,1,1,1,56594.36,1,True,False
15604044,700,38,8,134811.3,1,1,0,1299.75,0,False,True
15679587,666,34,9,115897.12,1,1,1,25095.03,0,False,False
15680970,611,41,2,114206.84,1,1,0,164061.6,0,True,False
15567446,646,39,9,111574.41,1,1,1,30838.51,0,True,True
